id,name,city,country,email,rank,city_id
2784,Budapest University of Technology and Economics Faculty of Mechanical Engineering,Budapest,Hungary,budapest.university.of@findmymasters.com,NULL,283
2785,Cologne University of Applied Sciences,Cologne,Germany,cologne.university.of@findmymasters.com,311,247
2786,Universidade Nova de Lisboa Nova University of Lisbon,Lisbon,Portugal,universidade.nova.de@findmymasters.com,NULL,624
2787,UVirtual GMU Universidad Guillermo Marconi,Rome,Italy,uvirtual.gmu.universidad@findmymasters.com,NULL,405
2788,International Institute of Nuclear Energy IEN,GifsurYvette,France,international.institute.of@findmymasters.com,NULL,NULL
2789,Nanhua University Institute of International and CrossStrait Affairs,Chiayi,Taiwan,nanhua.university.institute@findmymasters.com,NULL,NULL
2790,Rutgers School of Engineering,Piscataway Township,USA,rutgers.school.of@findmymasters.com,NULL,NULL
2791,Ontario Tech University,Oshawa,Canada,ontario.tech.university@findmymasters.com,NULL,NULL
2792,Universitat de Girona,Girona,Spain,universitat.de.girona@findmymasters.com,NULL,NULL
2793,University Of Genoa Universitue Degli Studi Di Genova,Varazze,Italy,university.of.genoa@findmymasters.com,NULL,NULL
2794,Universidad Autonoma Metropolitana,Mexico City,Mexico,universidad.autonoma.metropolitana@findmymasters.com,NULL,503
2795,uuucuuaueuuuudueubueuuuuud u ucuuuubuuuuuuud uuduuuuuuuuu,Sofia,Bulgaria,uuucuuaueuuuudueubueuuuuud.u.ucuuuubuuuuuuud@findmymasters.com,NULL,100
2796,IMT Mines Albi,Albi,France,imt.mines.albi@findmymasters.com,NULL,NULL
2797,University of Idaho,Moscow,USA,university.of.idaho@findmymasters.com,NULL,652
2798,National University Of Lanus Universidad Nacional De Lanufas,Remedios de Escalada,Argentina,national.university.of@findmymasters.com,NULL,NULL
2799,Iceland School of Energy u Reykjavik University,Reykjavk,Iceland,iceland.school.of@findmymasters.com,NULL,287
2800,Palestine Polytechnic University,Hebron,Palestinian Territories,palestine.polytechnic.university@findmymasters.com,NULL,NULL
2801,Universitue de Pau et des Pays de lAdour,Pau,France,universitue.de.pau@findmymasters.com,NULL,236
2802,University of Sussex Online,London,United Kingdom,university.of.sussex@findmymasters.com,NULL,119
2803,Irkutsk National Research Technical University,Irkutsk,Russia,irkutsk.national.research@findmymasters.com,NULL,640
2804,IvanoFrankivsk National Technical University Of Oil And Gas,IvanoFrankivsk,Ukraine,ivanofrankivsk.national.technical@findmymasters.com,NULL,NULL
2805,Higher Institute of the Environment,Madrid,Spain,higher.institute.of@findmymasters.com,NULL,742
2806,Inha University,Incheon,South Korea,inha.university@findmymasters.com,561-570,NULL
2807,Fraunhofer Academy,Kassel,Germany,fraunhofer.academy@findmymasters.com,NULL,NULL
2808,Polytechnic Institute of Coimbra,Coimbra,Portugal,polytechnic.institute.of@findmymasters.com,NULL,NULL
2809,Al Akhawayn University in Ifrane,Ifran,Morocco,al.akhawayn.university@findmymasters.com,NULL,NULL
2810,European Master in Renewable Energy and European Master in Sustainable Energy System Management,Groningen,Netherlands,european.master.in@findmymasters.com,NULL,NULL
2811,Ritsumeikan Asia Pacific University APU,Beppu,Japan,ritsumeikan.asia.pacific@findmymasters.com,NULL,NULL
2812,University of Agriculture in Krakow,Krakw,Poland,university.of.agriculture@findmymasters.com,NULL,NULL
2813,Centrale Nantes,Nantes,France,centrale.nantes@findmymasters.com,NULL,233
2814,Nottingham Trent University Engineering,Clifton,United Kingdom,nottingham.trent.university@findmymasters.com,NULL,NULL
2815,National Mineral Resources University,Saint Petersburg,Russia,national.mineral.resources@findmymasters.com,NULL,664
2816,Nagaoka University of Technology,Nagaoka,Japan,nagaoka.university.of@findmymasters.com,NULL,NULL
2817,Khazar University,Baku,Azerbaijan,khazar.university@findmymasters.com,NULL,50
2818,TUCampus EUREF,Berlin,Germany,tucampus.euref@findmymasters.com,NULL,246
2819,Institute For Technology And Resources Management in the Tropics and Subtropics,Cologne,Germany,institute.for.technology@findmymasters.com,NULL,247
2820,The University of Hong Kong Faculty of Engineering,Pok Fu Lam,Hong Kong,the.university.of@findmymasters.com,NULL,NULL
2821,Politecnico di Milano RIDEF,Milan,Italy,politecnico.di.milano@findmymasters.com,NULL,399
2822,The Graduate School at The Petroleum Institute,Abu Dhabi,United Arab Emirates,the.graduate.school@findmymasters.com,NULL,NULL
2823,Universitue Savoie Mont Blanc,Le BourgetduLac,France,universitue.savoie.mont@findmymasters.com,NULL,NULL
2824,University of Antofagasta Universidad de Antofagasta UA,Antofagasta,Chile,university.of.antofagasta@findmymasters.com,NULL,NULL
2825,University of Maryland A James Clark School of Engineering,College Park,USA,university.of.maryland@findmymasters.com,NULL,NULL
2826,Offenburg University,Offenburg,Germany,offenburg.university@findmymasters.com,NULL,NULL
2827,Kazan State Power Engineering University,Kazan,Russia,kazan.state.power@findmymasters.com,NULL,643
2828,Technical University of Crete,Chania,Greece,technical.university.of@findmymasters.com,NULL,262
2829,Inter American University of Puerto Rico,Bayamn,Puerto Rico,inter.american.university@findmymasters.com,NULL,NULL
2830,Carroll University,Waukesha,USA,carroll.university@findmymasters.com,NULL,NULL
2831,Konstanz University Of Applied Sciences,Konstanz,Germany,konstanz.university.of@findmymasters.com,NULL,NULL
2832,Institut MinesTueluecom,Palaiseau,France,institut.minestueluecom@findmymasters.com,NULL,NULL
2833,University of Memphis,Memphis,USA,university.of.memphis@findmymasters.com,NULL,NULL
2834,The Swedish Defence University SEDU,Stockholm,Sweden,the.swedish.defence@findmymasters.com,NULL,767
2835,Lancaster University Faculty of Science and Technology,Lancashire,United Kingdom,lancaster.university.faculty@findmymasters.com,132,NULL
2836,New York Institute of Technology NYIT,Old Westbury,USA,new.york.institute@findmymasters.com,NULL,NULL
2837,Auburn University College of Engineering,Auburn,USA,auburn.university.college@findmymasters.com,801-1000,NULL
2838,IPSA,Paris,France,ipsa@findmymasters.com,NULL,235
2839,The University of Nottingham Faculty of Engineering,Oviedo,Spain,the.university.of@findmymasters.com,NULL,745
2840,University Of Buejauefa,Bjaa,Algeria,university.of.buejauefa@findmymasters.com,NULL,NULL
2841,State University of Aerospace Instrumentation,Saint Petersburg,Russia,state.university.of@findmymasters.com,NULL,664
2842,Universidad Polituecnica de Guanajuato,Cortazar,Mexico,universidad.polituecnica.de@findmymasters.com,NULL,NULL
2843,University of Bordeaux,Bordeaux,France,university.of.bordeaux@findmymasters.com,501-510,222
2844,EIT RawMaterials Academy AMIS,Espoo,Finland,eit.rawmaterials.academy@findmymasters.com,NULL,NULL
2845,Universitue Savoie Mont Blanc,Annecy,France,universitue.savoie.mont@findmymasters.com,NULL,NULL
2846,University of Cambridge School of Technology,Cambridge,United Kingdom,university.of.cambridge@findmymasters.com,NULL,550
2847,Tufts University School of Engineering,Medford,USA,tufts.university.school@findmymasters.com,NULL,NULL
2848,Sanroman Consultoria y Formacuedon,Madrid,Spain,sanroman.consultoria.y@findmymasters.com,NULL,742
2849,HeriotWatt University University of SouthEastern Norway and Budapest University of Technology and Economics,Edinburgh,United Kingdom,heriotwatt.university.university@findmymasters.com,NULL,NULL
2850,Polituecnico do Porto,Porto,Portugal,polituecnico.do.porto@findmymasters.com,NULL,626
2851,The George Washington University School of Engineering Applied Science,Washington,USA,the.george.washington@findmymasters.com,355,NULL
2852,Dunarea de Jos University of Galati,Galai,Romania,dunarea.de.jos@findmymasters.com,NULL,NULL
2853,Le Quy Don Technical University,Hanoi,Vietnam,le.quy.don@findmymasters.com,NULL,NULL
2854,ORT Braude College Of Engineering,Karmiel,Israel,ort.braude.college@findmymasters.com,NULL,NULL
2855,Koszalin University Of Technology,Koszalin,Poland,koszalin.university.of@findmymasters.com,NULL,NULL
2856,Barcelona East School of Engineering EEBE,Barcelona,Spain,barcelona.east.school@findmymasters.com,NULL,725
2857,South Carolina State University,Orangeburg,USA,south.carolina.state@findmymasters.com,NULL,NULL
2858,Colorado State University Walter Scott Jr College of Engineering,Fort Collins,USA,colorado.state.university@findmymasters.com,NULL,NULL
2859,Carnegie Mellon University College of Engineering,Pittsburgh,USA,carnegie.mellon.university@findmymasters.com,NULL,NULL
2860,Lincoln University of Missouri College of Arts and Sciences,Jefferson City,USA,lincoln.university.of@findmymasters.com,NULL,NULL
2861,The University of Akron College of Engineering,Akron,USA,the.university.of@findmymasters.com,NULL,NULL
2862,University of Holguin,Holguin,Cuba,university.of.holguin@findmymasters.com,NULL,NULL
2863,Vilnius Gediminas Technical University,Vilnius,Lithuania,vilnius.gediminas.technical@findmymasters.com,751-800,450
2864,Florida State University Panama City,Tallahassee,USA,florida.state.university@findmymasters.com,NULL,NULL
2865,Milwaukee School of Engineering MSOE,Milwaukee,USA,milwaukee.school.of@findmymasters.com,NULL,NULL
2866,University of Rhode Island College of Engineering,South Kingstown,USA,university.of.rhode@findmymasters.com,NULL,NULL
2867,HTW Berlin University Of Applied Sciences,Berlin,Germany,htw.berlin.university@findmymasters.com,NULL,246
2868,University of California Davis UC Davis College of Engineering,Davis,USA,university.of.california@findmymasters.com,NULL,NULL
2869,SeoKyeong University,Seongbukgu,South Korea,seokyeong.university@findmymasters.com,NULL,NULL
2870,Kyoto University Of Advanced Science,Kyoto,Japan,kyoto.university.of@findmymasters.com,NULL,420
2871,Idaho State University College of Science and Engineering,Pocatello,USA,idaho.state.university@findmymasters.com,NULL,NULL
2872,Latin American University Corporation Corporaciufn Universitaria Latinoamericana CUL,Montecristo,Colombia,latin.american.university@findmymasters.com,NULL,NULL
2873,Florida Institute of Technology,Melbourne,USA,florida.institute.of@findmymasters.com,NULL,39
2874,Engineering Institute Of Technology,Perth,Australia,engineering.institute.of@findmymasters.com,NULL,40
2875,University College of Southeast Norway,Drammen,Norway,university.college.of@findmymasters.com,NULL,NULL
2876,Universidade de TruesosMontes e Alto Douro,Vila Real,Portugal,universidade.de.truesosmontes@findmymasters.com,NULL,NULL
2877,Hochschule Schmalkalden,Schmalkalden,Germany,hochschule.schmalkalden@findmymasters.com,NULL,NULL
2878,Universidad Tecnologica De Panama Technological University Of Panama,Panama City,Panama,universidad.tecnologica.de@findmymasters.com,NULL,592
2879,Universituet des Saarlandes,Saarland,Germany,universituet.des.saarlandes@findmymasters.com,447,NULL
2880,Technische Universituet Berlin Chair of Space Technology,Berlin,Germany,technische.universituet.berlin@findmymasters.com,NULL,246
2881,Maastricht University Faculty of Science and Engineering,Maastricht,Netherlands,maastricht.university.faculty@findmymasters.com,NULL,NULL
2882,EIT Manufacturing u Masters,Palaiseau,France,eit.manufacturing.u@findmymasters.com,NULL,NULL
2883,Albany College of Pharmacy and Health Sciences,Albany,USA,albany.college.of@findmymasters.com,NULL,NULL
2884,Regional University of Cordoba Centro Regional Universidario Cordoba IUA,Crdoba,Argentina,regional.university.of@findmymasters.com,NULL,730
2885,St Cloud State University,Plymouth,USA,st.cloud.state@findmymasters.com,NULL,NULL
2886,EURECOM,Biot,France,eurecom@findmymasters.com,NULL,NULL
2887,Washington University In St Louis McKelvey School of Engineering,Skinker DeBaliviere,USA,washington.university.in@findmymasters.com,NULL,NULL
2888,Universidad Del Cauca,Popayn,Colombia,universidad.del.cauca@findmymasters.com,NULL,NULL
2889,Texas AM University College of Science,College Station,USA,texas.am.university@findmymasters.com,168,NULL
2890,National Institute for Bioprocessing Research and Training,Dublin,Ireland,national.institute.for@findmymasters.com,NULL,379
2891,Northland College,Ashland,USA,northland.college@findmymasters.com,NULL,NULL
2892,Kochi University Of Technology,Kami,Japan,kochi.university.of@findmymasters.com,NULL,NULL
2893,La Salle Chihuahua University,Chihuahua,Mexico,la.salle.chihuahua@findmymasters.com,NULL,488
2894,University of NebraskaLincoln,Lincoln,USA,university.of.nebraskalincoln@findmymasters.com,NULL,NULL
2895,Niigata Institute Of Technology,Niigata,Japan,niigata.institute.of@findmymasters.com,541-550,NULL
2896,Sumy State University,Sumy,Ukraine,sumy.state.university@findmymasters.com,701-750,NULL
2897,UiT The Arctic University of Norway,Narvik,Norway,uit.the.arctic@findmymasters.com,NULL,NULL
2898,Tomas Bata University,Zlin,Czech Republic,tomas.bata.university@findmymasters.com,NULL,NULL
2899,University of Oslo Faculty of Mathematics and Natural Sciences,,Norway,university.of.oslo@findmymasters.com,NULL,NULL
2900,University Of WisconsinPlatteville,Platteville,USA,university.of.wisconsinplatteville@findmymasters.com,NULL,NULL
2901,New Mexico State University College of Engineering,Las Cruces,USA,new.mexico.state@findmymasters.com,NULL,NULL
2902,Erasmus Mundus Master Chemical NanoEngineering,Marseille,France,erasmus.mundus.master@findmymasters.com,NULL,228
2903,Federal University Of Goiues,Parque Itatiaia,Brazil,federal.university.of@findmymasters.com,NULL,NULL
2904,Temple University College of Engineering,Philadelphia,USA,temple.university.college@findmymasters.com,751-800,NULL
2905,TOBB ETudc University of Economics Technology,Ankara,Turkey,tobb.etudc.university@findmymasters.com,NULL,802
2906,Peru Camiper Mining Chamber,La Molina,Peru,peru.camiper.mining@findmymasters.com,NULL,NULL
2907,ECCI University,Cundinamarca,Colombia,ecci.university@findmymasters.com,NULL,NULL
2908,University of Arkansas J William Fulbright College of Arts and Sciences,Fayetteville,USA,university.of.arkansas@findmymasters.com,NULL,NULL
2909,Tottori University,Tottori,Japan,tottori.university@findmymasters.com,NULL,NULL
2910,Marshall University College of Information Technology and Engineering,Huntingdon,USA,marshall.university.college@findmymasters.com,NULL,NULL
2911,Zhengzhou University Of Light Industry,Zhengzhou,China,zhengzhou.university.of@findmymasters.com,NULL,168
2912,Ulearn,Gillingham,United Kingdom,ulearn@findmymasters.com,NULL,NULL
2913,Miami University Ohio,Oxford,USA,miami.university.ohio@findmymasters.com,NULL,NULL
2914,Nara Institute Of Science And Technology NAIST,Ikoma,Japan,nara.institute.of@findmymasters.com,NULL,NULL
2915,ESTP Paris uccole Spueciale des Travaux Publics du Buetiment et de lIndustrie,Troyes,France,estp.paris.uccole@findmymasters.com,NULL,NULL
